parameter_value,load_loss_risk_cost,overload_risk_cost,system_risk_cost
0.1,85.61467329128983,0.3170627973393073,85.93173608862914
0.2,62.82111484712859,0.31628755596794145,63.13740240309653
0.3,74.79742631440881,0.311452868014284,75.1088791824231
0.4,67.27816238001269,0.31100858115032076,67.589170961163
0.5,61.042992092422004,0.3217246199202052,61.36471671234221
