parameter_value,load_loss_risk_cost,overload_risk_cost,system_risk_cost
0.5,97.84999358846719,0.16521297521056338,98.01520656367775
1.0,88.39417440100065,0.31365794009006015,88.70783234109072
1.5,81.60281243909759,0.4805076538281798,82.08332009292577
2.0,98.81369237405123,0.6323145435056706,99.4460069175569
2.5,92.16930611181091,0.7694928755293898,92.9387989873403
